bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
4,4.5,3097,1964.0,3,37,1,0,0,1,4.53,863658.0,1
3,4.0,2346,3662.0,1,12,0,0,0,0,19.64,565005.0,0
3,3.0,2464,3177.0,2,7,1,0,1,1,3.97,723959.0,0
5,5.0,3298,2444.0,2,3,1,0,1,1,6.52,887550.0,1
3,3.5,2188,2677.0,2,27,1,0,0,0,11.22,562179.0,0
3,3.0,2656,6493.0,1,29,1,1,0,1,3.83,888559.0,1
4,4.5,3174,3912.0,2,6,1,1,1,0,27.01,794218.0,1
6,5.0,3813,2448.0,2,103,1,1,0,0,17.07,963841.0,1
3,3.0,2382,3478.0,1,6,0,0,1,1,11.21,796434.0,1
3,3.0,2132,3888.0,1,82,1,0,0,0,8.21,650631.0,0
3,4.0,1290,1752.0,2,43,1,1,0,1,4.1,567176.0,0
3,3.0,2734,2026.0,1,5,1,1,1,0,15.65,792968.0,1
6,5.0,4550,1623.0,2,48,1,0,0,1,2.69,1243028.0,1
5,5.0,3821,2156.0,2,37,1,0,0,1,7.67,975619.0,1
6,5.0,3982,6868.0,1,3,1,0,1,0,21.62,1061782.0,1
2,2.0,1818,2076.0,2,24,1,1,0,1,2.65,614982.0,0
3,3.0,2764,3276.0,1,100,0,0,0,1,5.48,821317.0,1
4,4.0,3437,2534.0,1,124,0,1,0,1,9.06,805125.0,1
3,3.5,2393,2390.0,1,16,1,1,0,1,4.83,765050.0,0
6,5.0,4196,2939.0,2,21,1,1,0,1,9.06,1119029.0,1
5,5.0,3547,6174.0,2,45,0,1,0,1,8.64,1015935.0,1
4,4.0,4141,5889.0,2,41,1,0,0,1,9.54,1109090.0,1
3,4.0,2941,1991.0,1,117,1,0,0,1,7.94,909811.0,1
4,4.5,2860,3249.0,2,51,1,1,0,1,3.04,823308.0,1
4,4.5,3364,4145.0,2,75,1,1,1,1,7.02,965009.0,1
4,5.0,2753,2208.0,2,38,1,0,1,1,2.02,819111.0,1
4,4.0,2513,4079.0,3,40,1,1,0,1,2.44,860732.0,1
4,5.0,2575,2126.0,1,110,1,0,0,1,8.67,775546.0,0
4,5.0,3783,3434.0,2,118,1,0,1,0,21.69,960108.0,1
3,3.0,1188,1858.0,2,73,1,0,0,1,3.75,467777.0,0
5,5.0,3682,1854.0,1,107,1,1,0,1,3.36,1127226.0,1
3,3.5,2569,3220.0,1,21,1,1,0,1,9.9,740100.0,0
2,2.0,1432,2803.0,2,114,0,0,0,1,2.9,495758.0,0
4,4.5,3317,7686.0,1,6,0,0,1,1,9.34,959679.0,1
5,5.0,4149,3156.0,2,17,1,0,0,0,18.2,1052723.0,1
3,4.0,2784,8509.0,3,72,1,1,0,0,25.48,795343.0,1
5,5.0,3520,2692.0,1,106,1,0,1,1,3.25,1068031.0,1
2,3.0,1938,2422.0,1,53,1,1,0,1,5.79,679746.0,0
5,5.0,3840,5835.0,2,14,1,1,0,0,23.07,987489.0,1
3,3.0,2615,6238.0,2,30,1,1,0,0,12.04,775916.0,0
3,3.0,2190,4556.0,1,30,1,1,0,1,1.88,742778.0,0
3,3.5,1891,1802.0,1,67,1,0,1,0,10.97,615785.0,0
4,4.0,2170,5016.0,1,62,0,1,0,0,10.94,594087.0,0
4,4.0,3021,5047.0,2,20,1,1,0,0,18.35,876516.0,1
5,5.0,4199,5200.0,1,21,1,0,0,1,8.71,1158401.0,1
3,3.5,2998,5511.0,1,24,1,0,0,1,3.66,936234.0,1
3,3.5,1779,2798.0,1,44,0,1,0,1,10.45,570264.0,0
4,5.0,2693,4018.0,1,44,0,0,0,1,8.45,763437.0,0
5,5.0,3625,4253.0,2,100,1,1,0,1,2.81,1112794.0,1
2,2.5,1245,3581.0,2,27,0,1,0,1,8.85,471887.0,0
3,3.0,1902,1911.0,1,32,0,1,1,1,10.73,522932.0,0
4,5.0,2860,2123.0,1,34,1,1,0,1,5.46,830008.0,1
3,3.5,1984,1919.0,2,61,0,1,0,0,11.21,516353.0,0
4,5.0,3691,1695.0,2,10,1,0,1,1,13.69,946169.0,1
4,4.5,3476,4633.0,2,11,1,0,0,1,8.36,931467.0,1
4,4.5,3473,2234.0,1,109,1,0,0,0,8.07,870399.0,1
4,4.0,2741,2543.0,2,54,0,0,1,0,21.68,731408.0,0
3,3.5,2496,5609.0,1,44,1,0,0,1,6.5,787627.0,0
5,5.0,3470,4415.0,1,102,0,0,0,1,7.89,959079.0,1
1,1.0,600,1607.0,1,106,1,0,0,1,7.54,278986.0,0
4,5.0,3893,1838.0,1,113,1,0,0,1,11.03,975719.0,1
3,3.0,2188,3332.0,1,109,1,1,0,1,2.25,714208.0,0
2,2.0,1418,4273.0,2,44,1,1,0,0,22.41,345415.0,0
1,1.5,1328,7032.0,1,68,1,0,0,0,10.25,410102.0,0
3,4.0,2266,5667.0,2,37,0,1,0,1,7.32,634446.0,0
4,4.0,3567,6519.0,1,36,1,0,1,1,11.16,990945.0,1
3,3.0,2730,1927.0,1,24,1,1,0,1,8.97,783417.0,0
4,5.0,3148,5062.0,1,3,0,1,1,1,12.61,921337.0,1
3,3.0,2601,4026.0,1,62,1,1,0,1,6.01,814815.0,1
4,4.5,2871,2535.0,1,58,1,1,0,1,9.61,916432.0,1
3,3.0,1278,3307.0,2,17,1,0,0,0,20.84,320305.0,0
3,4.0,2099,1615.0,2,12,1,1,1,1,7.43,616184.0,0
5,5.0,3285,2280.0,2,48,1,1,0,1,3.98,980699.0,1
3,3.0,2204,2969.0,1,26,1,0,0,0,14.78,634131.0,0
6,5.0,4005,5221.0,1,93,0,1,0,1,9.19,1131579.0,1
4,4.0,2977,3193.0,1,9,1,1,1,1,11.08,946134.0,1
3,3.0,2083,8189.0,2,5,1,1,1,1,9.41,793413.0,1
2,2.5,1526,3213.0,1,89,0,0,0,0,22.56,413317.0,0
6,5.0,4289,4080.0,1,51,0,1,0,0,7.38,1079682.0,1
3,3.0,2618,3348.0,2,11,1,0,0,1,5.9,756577.0,0
2,2.5,1937,5496.0,1,47,0,0,0,0,13.08,569969.0,0
4,4.0,3223,2718.0,2,16,0,0,0,1,4.54,914771.0,1
3,3.0,2496,1601.0,2,100,0,1,0,1,2.96,639716.0,0
5,5.0,4581,1628.0,1,112,0,0,0,1,9.62,1230170.0,1
4,5.0,3008,2146.0,2,74,1,0,0,1,5.74,821229.0,1
3,4.0,2442,3716.0,2,95,1,0,0,1,9.24,730973.0,0
5,5.0,3355,2974.0,1,16,1,0,0,1,7.63,970812.0,1
3,3.5,2067,2502.0,1,15,1,1,0,1,8.72,621330.0,0
4,4.0,3445,1541.0,2,5,0,0,1,0,16.35,900873.0,1
3,3.0,2436,7608.0,2,45,0,0,1,1,4.13,890891.0,1
5,5.0,4025,2630.0,3,27,0,1,0,1,5.21,1148980.0,1
3,3.5,1590,3515.0,1,35,1,0,0,1,3.64,595568.0,0
2,2.0,1003,3102.0,2,99,0,0,0,0,19.65,250000.0,0
5,5.0,3554,3430.0,1,5,1,0,1,0,20.28,952607.0,1
5,5.0,4359,6162.0,1,69,0,1,1,0,15.2,1054758.0,1
4,4.0,2933,7678.0,2,108,0,0,1,1,6.85,917717.0,1
3,3.0,2025,2217.0,1,45,0,1,0,1,7.81,547688.0,0
5,5.0,4089,3354.0,3,45,0,0,0,1,3.23,1122503.0,1
3,4.0,1933,3989.0,1,42,1,0,0,1,8.39,630955.0,0
3,3.0,1866,1815.0,2,69,1,1,1,0,16.05,569239.0,0
1,1.0,600,3077.0,2,83,1,0,0,1,5.25,346632.0,0
3,4.0,2543,5503.0,2,62,1,1,0,0,13.81,692373.0,0
4,4.0,2360,4857.0,2,101,0,0,0,1,13.76,596048.0,0
4,5.0,3512,1962.0,2,13,0,1,1,0,18.16,912088.0,1
4,4.0,3193,2547.0,1,53,1,0,0,1,11.32,820047.0,1
6,5.0,3278,3143.0,1,71,1,1,1,1,3.17,1008620.0,1
5,5.0,3930,2674.0,1,28,0,0,0,1,6.02,1022624.0,1
4,4.0,2533,2650.0,1,41,0,1,0,1,7.0,698297.0,0
3,3.0,2595,1756.0,1,19,0,0,0,1,11.98,594251.0,0
4,5.0,3153,2386.0,2,26,0,1,0,0,25.24,828228.0,1
5,5.0,4632,1622.0,2,90,1,1,0,1,6.95,1292856.0,1
3,3.5,2225,3239.0,3,10,1,0,1,0,13.39,683268.0,0
4,4.5,3274,4685.0,1,50,1,1,0,0,9.86,841523.0,1
3,3.5,2659,2040.0,3,51,1,0,0,0,9.53,619227.0,0
4,4.0,3798,6308.0,3,52,1,0,1,0,15.04,1028681.0,1
2,2.5,1789,6404.0,1,44,1,0,0,0,23.2,455948.0,0
2,3.0,1617,1755.0,1,28,1,1,0,1,13.58,504544.0,0
6,5.0,4891,7270.0,1,35,0,1,0,1,6.51,1295551.0,1
5,5.0,4781,2789.0,1,100,1,1,1,1,0.99,1283982.0,1
4,5.0,3509,2802.0,2,44,1,1,0,1,9.83,968434.0,1
4,4.5,3085,3998.0,2,97,0,0,0,0,15.36,778926.0,0
6,5.0,4254,2742.0,2,78,1,0,0,1,0.5,1038735.0,1
4,5.0,2949,3104.0,1,64,1,1,0,0,23.23,749648.0,0
4,4.5,3707,2455.0,2,20,1,1,0,1,5.47,1040237.0,1
4,5.0,3798,5077.0,1,68,1,1,0,1,11.81,955165.0,1
4,4.0,3139,5566.0,2,10,1,1,1,1,4.01,990475.0,1
4,4.5,3056,3489.0,2,40,1,0,1,0,7.77,847989.0,1
4,4.0,3239,2789.0,2,26,0,1,0,0,16.71,841178.0,1
3,3.5,2782,1560.0,1,49,1,0,0,1,3.69,856168.0,1
4,5.0,3461,5104.0,1,68,1,0,0,0,11.38,970372.0,1
4,5.0,3651,1793.0,3,77,1,0,0,0,12.8,902566.0,1
3,3.5,2795,2928.0,1,90,0,1,1,1,5.35,824721.0,1
4,5.0,3321,4094.0,2,23,1,1,0,1,7.19,939078.0,1
3,4.0,2121,3332.0,1,43,0,0,0,1,3.35,645530.0,0
4,5.0,3425,5911.0,2,121,1,1,0,0,17.69,850225.0,1
5,5.0,3240,1689.0,2,31,1,0,0,1,3.04,918785.0,1
5,5.0,3771,1767.0,1,15,1,0,0,1,2.44,1135800.0,1
2,2.0,908,4532.0,1,91,0,0,1,1,3.4,445913.0,0
4,4.5,2785,2233.0,1,32,1,0,0,1,10.04,789945.0,0
4,4.5,2254,1713.0,1,42,1,0,0,1,11.43,769230.0,0
5,5.0,3632,4634.0,1,60,1,1,0,1,2.98,991138.0,1
3,3.5,2347,2672.0,2,34,1,1,0,1,5.43,748813.0,0
4,5.0,3681,3691.0,2,103,1,1,0,0,8.14,938393.0,1
4,4.0,2521,2311.0,1,41,1,1,0,1,10.8,738847.0,0
3,3.0,1448,2123.0,1,73,1,0,0,1,5.5,551778.0,0
2,2.0,1181,2915.0,1,55,1,0,1,1,3.2,463269.0,0
5,5.0,3553,4375.0,2,59,1,0,0,0,16.84,962163.0,1
3,3.5,1823,4513.0,1,14,0,0,0,1,2.85,609079.0,0
3,3.5,2866,1660.0,1,36,1,1,0,1,6.38,807842.0,1
2,2.0,1240,2054.0,1,76,1,0,0,1,7.85,506196.0,0
2,2.0,1605,6432.0,1,8,0,1,1,1,11.57,571489.0,0
1,2.0,600,4418.0,2,34,1,1,0,1,8.96,264181.0,0
3,3.5,2391,2532.0,2,34,0,1,0,1,9.03,698557.0,0
4,4.0,3040,2405.0,1,92,1,1,0,1,6.3,863651.0,1
3,4.0,2376,3201.0,1,7,1,1,1,0,7.91,797609.0,1
3,3.0,1868,2361.0,2,118,1,0,0,1,9.21,606922.0,0
6,5.0,4197,3753.0,2,49,1,0,0,1,8.15,1119221.0,1
4,4.5,3043,1845.0,1,18,0,1,0,1,1.94,848046.0,1
3,3.0,2076,3933.0,1,67,0,1,0,0,11.58,601630.0,0
3,3.5,2453,4628.0,1,38,1,0,0,0,22.2,574122.0,0
4,4.0,4427,8142.0,1,10,1,1,1,1,2.15,1301542.0,1
6,5.0,4349,6811.0,1,83,0,1,0,1,4.82,1191534.0,1
4,4.5,3229,6965.0,1,40,1,0,0,1,12.11,897681.0,1
2,3.0,1136,2417.0,2,13,1,0,0,1,2.81,514879.0,0
4,4.5,4104,1803.0,2,71,1,0,0,1,10.16,1122349.0,1
2,2.5,1584,2487.0,1,78,1,0,0,0,21.74,475751.0,0
3,4.0,1801,3089.0,1,119,1,1,0,0,10.38,530463.0,0
3,3.0,2201,1614.0,2,124,1,1,0,0,16.82,629109.0,0
1,1.0,600,1506.0,2,13,1,0,0,1,5.73,335439.0,0
4,4.0,2722,7958.0,2,16,1,0,0,1,2.78,885549.0,1
5,5.0,3618,1684.0,1,115,1,1,0,0,16.94,946117.0,1
4,4.0,3057,1689.0,1,98,1,1,0,1,10.45,824990.0,1
3,3.0,3267,2335.0,1,12,1,1,0,0,15.67,852302.0,1
4,4.0,2759,7163.0,1,92,1,0,0,0,7.28,870329.0,1
5,5.0,4371,5263.0,2,35,0,0,0,0,16.15,1132238.0,1
6,5.0,4554,2362.0,2,95,1,0,0,1,2.84,1208269.0,1
4,4.0,3982,3650.0,1,93,1,0,0,0,22.2,958924.0,1
3,3.0,2200,6119.0,1,30,1,0,0,1,13.25,751013.0,0
6,5.0,4164,1677.0,1,93,1,1,0,0,21.79,1037353.0,1
3,3.0,2645,2135.0,1,58,0,0,0,1,3.13,777009.0,0
4,4.5,3046,3425.0,2,12,1,1,0,0,19.94,822508.0,1
5,5.0,3365,3474.0,1,101,0,0,0,1,2.51,1073125.0,1
3,3.5,2304,7286.0,1,49,0,0,0,1,8.97,753423.0,0
4,4.0,2895,3402.0,2,90,1,0,0,1,4.69,877244.0,1
5,5.0,3379,4557.0,2,32,1,1,0,1,5.83,1004684.0,1
1,1.5,1754,2873.0,2,48,1,0,1,0,12.8,386019.0,0
4,5.0,2977,1644.0,2,21,1,1,0,1,14.32,728685.0,0
5,5.0,3435,2213.0,1,47,1,1,0,1,4.5,939233.0,1
5,5.0,3482,7650.0,2,10,0,0,1,0,20.27,991795.0,1
4,4.0,2484,6134.0,1,58,1,1,0,1,3.7,797963.0,1
5,5.0,3854,3874.0,3,45,0,0,0,1,2.07,1122874.0,1
2,3.0,1780,3760.0,2,73,0,0,1,1,6.01,659642.0,0
3,4.0,1907,6033.0,1,38,1,1,0,1,3.73,632745.0,0
4,4.0,3453,6231.0,1,49,1,1,0,1,6.86,967689.0,1
3,3.0,2211,4690.0,2,25,1,1,0,1,6.36,817379.0,1
4,4.5,3171,8264.0,1,5,1,1,1,1,9.37,1000530.0,1
4,4.0,3894,11951.0,2,7,1,1,1,1,3.12,1078633.0,1
3,3.5,2585,11025.0,1,16,1,1,0,1,6.63,794189.0,1
5,5.0,3633,2371.0,2,35,1,1,0,0,12.02,922774.0,1
4,4.0,2891,1925.0,1,118,1,0,0,0,15.99,727452.0,0
5,5.0,3850,9514.0,1,20,1,0,0,1,3.83,1179147.0,1
4,4.0,3013,4394.0,1,101,1,1,0,1,5.08,910532.0,1
3,3.0,2207,1989.0,1,4,1,0,1,1,7.65,650595.0,0
3,3.0,1879,4795.0,1,119,1,1,0,1,7.45,606899.0,0
4,4.5,3528,2981.0,1,48,1,0,0,0,15.21,904919.0,1
3,3.0,2274,1933.0,2,4,1,0,1,1,3.65,684960.0,0
4,5.0,3274,1501.0,2,62,1,1,0,1,3.75,870187.0,1
2,3.0,1603,2510.0,2,48,0,1,0,1,4.03,534059.0,0
3,3.5,2613,2328.0,2,38,1,0,0,1,4.15,747075.0,0
2,2.5,1711,5578.0,1,83,1,0,0,1,5.41,591299.0,0
4,4.0,2647,5724.0,1,22,1,1,0,1,10.85,837827.0,1
4,4.0,3129,6162.0,3,13,0,0,0,1,4.37,924245.0,1
3,3.5,2784,1859.0,1,18,0,1,0,1,6.8,833351.0,1
6,5.0,4219,5689.0,2,57,0,1,0,0,17.32,1033722.0,1
4,4.5,3567,2960.0,1,73,1,0,0,1,2.4,1008990.0,1
3,3.0,2102,2590.0,2,21,1,1,0,1,9.85,702213.0,0
4,5.0,2836,6042.0,1,6,1,1,1,0,25.56,787461.0,0
3,4.0,3015,1508.0,2,43,1,1,0,1,7.54,882600.0,1
3,4.0,2252,5923.0,1,27,1,1,0,1,1.63,759457.0,0
4,4.0,2665,1525.0,2,103,1,0,0,1,4.18,788082.0,0
4,4.0,3054,4810.0,2,65,1,0,1,1,2.55,920193.0,1
2,2.0,1362,1904.0,1,37,1,1,1,1,8.58,520617.0,0
3,4.0,2949,1697.0,2,96,1,0,1,1,2.1,954026.0,1
5,5.0,3389,7960.0,1,120,1,1,0,0,15.55,921265.0,1
2,3.0,1729,7117.0,1,111,1,1,0,1,11.13,646570.0,0
3,3.0,1760,1957.0,2,3,0,0,1,1,3.72,586045.0,0
5,5.0,3379,3063.0,2,48,0,0,0,1,3.85,956033.0,1
5,5.0,3978,1860.0,2,70,1,1,1,1,9.01,1132161.0,1
3,4.0,2319,2322.0,1,24,0,1,1,0,18.29,576005.0,0
4,4.0,2931,8525.0,2,3,1,0,1,0,19.49,766817.0,0
6,5.0,3960,2360.0,1,5,1,1,1,1,0.5,1161278.0,1
4,4.0,2452,3189.0,1,94,1,0,0,1,6.88,768456.0,0
3,3.0,1952,2053.0,1,111,0,0,0,1,11.82,548396.0,0
2,2.0,764,2152.0,2,46,1,1,0,0,21.99,272861.0,0
4,4.0,3295,3691.0,1,49,1,0,0,1,6.91,935875.0,1
4,4.0,2906,3116.0,1,59,0,1,0,0,14.59,711998.0,0
3,3.5,2195,2938.0,2,51,1,0,0,1,9.73,769555.0,0
4,4.0,3978,1983.0,2,101,1,1,0,0,21.56,1019247.0,1
4,4.0,2774,2885.0,1,44,1,0,0,0,20.84,638137.0,0
3,3.5,1995,3867.0,2,106,1,1,0,1,5.62,635984.0,0
3,3.0,2240,5094.0,1,109,1,1,0,0,14.35,693089.0,0
4,4.0,2919,3604.0,2,66,0,1,0,1,12.57,901707.0,1
5,5.0,3901,2944.0,1,41,0,0,0,0,13.56,992100.0,1
3,3.5,2123,6997.0,1,65,1,0,0,0,17.33,702568.0,0
2,2.0,754,5079.0,1,36,1,0,0,1,5.56,468522.0,0
5,5.0,3878,4425.0,2,103,0,0,0,1,2.09,1047063.0,1
3,3.0,3382,1978.0,1,100,1,0,0,1,13.49,916291.0,1
6,5.0,4215,2437.0,2,51,0,1,0,1,3.46,987603.0,1
5,5.0,3578,2617.0,2,63,1,1,0,0,9.95,971178.0,1
4,5.0,3644,1542.0,2,65,1,1,0,0,15.74,940382.0,1
5,5.0,4759,5073.0,2,76,1,0,0,1,5.91,1202136.0,1
3,3.0,1852,3964.0,1,50,1,1,0,0,17.11,527188.0,0
3,3.0,1971,3368.0,1,2,1,0,1,1,11.25,629493.0,0
5,5.0,4233,1878.0,1,85,0,1,0,1,1.95,1143845.0,1
3,3.5,2595,3544.0,2,65,1,1,0,0,16.3,657949.0,0
6,5.0,4028,2477.0,1,81,1,0,0,1,2.79,1097985.0,1
5,5.0,3889,4126.0,2,73,1,0,0,1,2.38,1078438.0,1
4,4.5,2789,5010.0,2,29,1,0,0,1,6.52,908968.0,1
3,3.0,1641,3283.0,1,50,1,0,0,1,3.1,571726.0,0
4,4.0,2997,1738.0,1,35,1,0,0,1,0.5,840829.0,1
4,4.0,3334,2019.0,1,82,1,1,0,1,3.3,953765.0,1
4,4.0,3478,4325.0,1,83,0,0,0,1,6.97,912811.0,1
4,4.5,3511,3632.0,2,41,1,0,1,1,2.88,1030638.0,1
3,3.5,3143,2175.0,1,3,1,0,1,1,6.19,940858.0,1
5,5.0,3777,6909.0,1,101,1,0,1,0,15.81,1036595.0,1
3,4.0,2268,3566.0,1,39,0,0,0,0,15.26,551443.0,0
5,5.0,3215,7133.0,1,123,1,0,1,1,1.84,1002599.0,1
3,3.0,2310,1582.0,1,118,1,0,0,0,17.18,585673.0,0
3,3.0,2480,5372.0,2,83,0,1,1,1,1.24,842268.0,1
4,4.5,3724,12018.0,1,15,1,0,0,1,2.23,1123911.0,1
4,4.0,3030,3928.0,2,35,1,1,0,1,3.64,984781.0,1
5,5.0,3398,1968.0,2,53,0,0,0,1,10.25,899507.0,1
6,5.0,4068,4503.0,1,90,1,1,0,1,8.78,1079199.0,1
3,3.0,2177,2749.0,1,8,1,1,1,0,16.08,654001.0,0
4,5.0,3487,3852.0,2,14,1,0,0,1,4.12,978142.0,1
3,3.5,2027,9131.0,1,43,1,0,1,1,8.09,821992.0,1
3,3.5,2919,2202.0,1,49,0,0,0,1,7.64,701444.0,0
4,4.0,2862,2141.0,1,10,1,1,1,0,23.79,750878.0,0
4,4.0,2426,6691.0,1,41,1,0,0,1,2.37,880869.0,1
1,1.0,1045,2158.0,2,42,0,0,1,1,4.1,429842.0,0
2,2.0,1713,3424.0,1,25,1,0,0,1,3.03,612119.0,0
4,5.0,3071,3596.0,2,7,1,1,1,1,9.55,1002623.0,1
5,5.0,3366,3468.0,2,23,1,1,0,0,16.3,827831.0,1
6,5.0,3421,6787.0,3,32,1,0,0,1,2.8,953669.0,1
3,3.0,2360,1512.0,3,75,1,1,0,1,4.73,770083.0,0
4,4.0,3067,3552.0,2,25,1,1,0,0,13.96,684452.0,0
4,4.0,2787,2958.0,3,24,0,0,0,1,4.5,847572.0,1
3,3.0,2653,4895.0,1,58,1,1,0,1,7.69,800863.0,1
3,3.5,1476,2579.0,2,20,0,0,0,1,4.5,484650.0,0
3,4.0,2609,8746.0,2,13,0,0,0,0,14.19,779254.0,0
5,5.0,3757,1502.0,1,101,0,1,0,1,3.63,980641.0,1
3,4.0,2993,2356.0,2,111,1,0,0,1,1.94,840138.0,1
3,4.0,2191,1531.0,1,42,0,1,0,1,5.53,680615.0,0
5,5.0,3858,4296.0,1,23,1,1,0,0,18.19,875015.0,1
3,3.0,2858,3534.0,1,91,1,1,0,1,9.23,785539.0,0
3,4.0,3085,1744.0,1,55,1,1,0,1,6.7,919733.0,1
3,3.0,2314,2318.0,1,25,1,1,0,1,2.14,748896.0,0
4,4.0,3516,3400.0,1,120,1,0,0,0,16.09,935046.0,1
4,5.0,3382,5043.0,1,25,1,0,0,0,21.19,876148.0,1
4,4.0,3139,1582.0,2,22,1,1,0,1,8.6,909160.0,1
4,5.0,2962,2998.0,2,49,1,0,0,0,14.06,715325.0,0
3,3.5,2150,8804.0,1,67,0,0,0,1,3.27,747971.0,0
6,5.0,4109,4850.0,2,14,1,0,0,0,25.15,1051937.0,1
2,2.0,2208,2747.0,1,18,1,0,0,0,15.9,562217.0,0
3,4.0,2568,5041.0,1,12,0,0,0,0,14.94,673525.0,0
4,4.0,3626,2182.0,2,42,0,1,1,1,17.79,925022.0,1
6,5.0,3760,6459.0,2,108,1,0,0,1,6.34,1053341.0,1
4,4.0,3298,4092.0,2,30,1,0,1,1,11.88,924240.0,1
4,4.0,2437,2681.0,1,64,1,0,0,1,2.27,805447.0,1
5,5.0,3579,3312.0,2,96,1,0,0,0,14.13,892143.0,1
5,5.0,4007,2174.0,1,68,1,1,0,0,6.64,1067064.0,1
5,5.0,3595,1862.0,2,79,1,1,0,1,8.36,1074507.0,1
1,1.0,888,1682.0,1,8,0,1,1,1,8.67,270026.0,0
5,5.0,3929,1878.0,1,121,1,1,0,0,15.6,935220.0,1
4,4.0,2978,6401.0,3,105,1,0,1,1,1.89,891604.0,1
3,3.0,2417,12273.0,1,72,1,1,0,1,10.29,846030.0,1
4,4.0,2766,2017.0,2,82,1,1,1,1,5.46,845468.0,1
3,4.0,2283,3666.0,1,65,1,0,0,1,9.56,733732.0,0
3,3.5,2285,4441.0,1,26,0,0,0,0,10.56,675494.0,0
3,3.0,3343,6958.0,1,9,1,1,1,1,10.01,890682.0,1
4,4.0,2911,4152.0,1,49,0,1,0,1,9.42,835646.0,1
5,5.0,3834,6301.0,1,37,1,0,0,1,11.16,1079480.0,1
4,5.0,3390,11159.0,2,63,1,0,0,0,16.35,963030.0,1
3,3.5,2506,2055.0,2,62,1,0,1,1,5.86,789050.0,0
4,5.0,3029,1880.0,2,12,0,1,0,1,2.74,781739.0,0
4,4.0,3200,1776.0,1,76,1,1,0,1,11.08,861052.0,1
5,5.0,3439,7833.0,2,67,1,0,0,0,7.97,959390.0,1
3,3.0,2020,12771.0,2,7,1,0,1,0,13.95,547217.0,0
4,4.5,3969,2660.0,1,52,1,1,0,1,0.72,1203094.0,1
5,5.0,4189,2667.0,2,61,1,1,0,1,4.45,1066386.0,1
3,3.0,1884,2797.0,2,63,1,1,0,1,6.11,577511.0,0
3,3.5,2232,3343.0,2,23,1,0,0,0,20.23,530980.0,0
4,4.0,2993,9940.0,1,15,1,1,0,1,10.61,967132.0,1
5,5.0,4210,1916.0,2,6,0,1,1,0,18.01,1077844.0,1
6,5.0,3274,4122.0,1,66,1,0,0,0,11.92,858841.0,1
3,3.5,1750,1541.0,2,53,1,1,0,1,3.84,607546.0,0
2,3.0,2099,7176.0,1,94,1,0,0,1,2.84,688124.0,0
4,5.0,2659,10836.0,2,83,1,1,0,0,8.05,838816.0,1
5,5.0,4273,3865.0,1,27,1,0,0,0,17.85,1074915.0,1
1,1.5,1429,2560.0,1,98,1,1,0,1,11.54,436177.0,0
4,4.0,2872,3671.0,1,59,1,1,0,1,5.28,820556.0,1
4,4.0,3232,1899.0,1,24,1,0,0,0,21.76,693535.0,0
2,2.0,1660,3006.0,1,68,1,0,0,1,2.44,560798.0,0
4,4.5,2823,2081.0,2,47,1,1,0,1,9.09,829903.0,1
4,4.0,2975,3858.0,2,20,1,0,0,1,3.24,890523.0,1
3,4.0,3012,5930.0,1,90,1,1,0,1,1.25,925472.0,1
5,5.0,3496,3763.0,2,96,1,1,0,1,3.11,984554.0,1
4,4.0,3471,2672.0,2,62,0,0,1,1,2.52,988942.0,1
1,1.5,600,6660.0,2,94,0,0,0,0,9.04,282230.0,0
3,3.5,2469,8732.0,1,84,1,0,0,1,9.79,766028.0,0
3,4.0,2454,2010.0,1,82,0,0,0,1,7.23,753272.0,0
2,2.5,1441,4680.0,2,8,0,0,1,1,6.41,528277.0,0
3,4.0,2600,1628.0,1,107,0,1,0,1,14.52,763546.0,0
6,5.0,4195,7864.0,2,57,1,1,0,1,3.24,1258866.0,1
4,4.5,2567,1576.0,1,72,1,0,0,0,19.33,653674.0,0
3,3.0,2243,2446.0,1,71,0,1,0,0,13.27,567474.0,0
3,3.0,2383,1503.0,2,38,1,0,0,0,22.06,505926.0,0
3,3.0,2031,1688.0,2,3,1,0,1,0,20.91,630330.0,0
4,4.0,1902,3474.0,2,24,1,1,0,0,12.1,653614.0,0
3,3.5,1914,2631.0,2,41,1,0,0,1,2.64,586910.0,0
2,2.5,1172,9493.0,1,106,1,0,0,1,4.54,498657.0,0
4,4.5,3080,6030.0,1,27,1,0,0,1,5.72,844379.0,1
3,3.0,2346,3359.0,1,14,1,1,0,1,4.43,700029.0,0
5,5.0,3724,1636.0,1,42,1,0,0,1,5.38,1031929.0,1
3,3.0,1843,2826.0,1,94,1,0,0,1,11.73,571761.0,0
4,5.0,3162,7619.0,2,66,1,0,0,1,12.52,901026.0,1
4,4.5,3372,4549.0,1,21,1,1,0,0,15.74,864004.0,1
5,5.0,4450,16736.0,2,5,1,1,1,0,21.46,1191546.0,1
6,5.0,4535,4301.0,1,16,0,1,0,1,9.63,1173610.0,1
3,3.0,2004,11938.0,2,80,1,1,0,1,6.05,750959.0,0
3,3.0,2155,2182.0,2,2,1,1,1,0,15.88,560657.0,0
4,4.5,3253,1946.0,2,74,1,0,0,0,20.1,755334.0,0
4,5.0,3451,2844.0,2,83,1,1,0,1,3.51,1111715.0,1
3,3.0,2131,8095.0,1,42,1,0,0,0,19.4,550577.0,0
4,4.5,3366,2223.0,2,30,0,0,0,0,11.84,814600.0,1
