"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
0,63,"male",148784,"urban","desktop","Fashion",28,11
1,35,"female",95658,"suburban","desktop","Technology",59,20
0,67,"female",150272,"suburban","mobile","Fashion",52,23
0,33,"female",103817,"urban","mobile","Technology",26,23
1,28,"female",198958,"rural","mobile","Sports",51,24
0,55,"male",36198,"rural","mobile","Fashion",24,10
0,61,"male",176792,"urban","desktop","Sports",39,11
1,28,"male",35292,"urban","desktop","Technology",28,18
0,69,"male",48901,"suburban","mobile","Sports",53,11
1,54,"male",124009,"urban","mobile","Fashion",59,14
1,68,"male",192178,"suburban","mobile","Fashion",59,11
1,28,"female",97178,"urban","mobile","Technology",55,2
1,18,"female",141748,"urban","mobile","Technology",10,4
1,38,"female",102511,"suburban","desktop","Sports",11,7
1,70,"male",141864,"urban","desktop","Technology",6,14
1,21,"female",83836,"urban","desktop","Travel",37,2
1,41,"female",225151,"urban","mobile","Technology",19,18
1,56,"female",43171,"rural","desktop","Sports",33,1
1,34,"female",109727,"urban","mobile","Technology",32,9
0,66,"female",117297,"urban","desktop","Travel",44,7
1,22,"female",144011,"suburban","desktop","Sports",13,19
0,61,"female",167359,"suburban","desktop","Sports",31,9
0,69,"female",89123,"suburban","mobile","Technology",52,20
1,64,"male",32853,"suburban","mobile","Technology",39,25
0,69,"female",87593,"rural","mobile","Fashion",58,10
1,67,"male",92729,"rural","desktop","Technology",45,12
1,57,"female",63955,"rural","desktop","Technology",12,7
1,55,"male",139803,"urban","mobile","Sports",5,20
0,60,"male",78485,"suburban","desktop","Fashion",35,10
1,59,"female",46093,"suburban","mobile","Technology",3,13
1,64,"female",58367,"suburban","mobile","Technology",57,3
1,28,"female",141765,"rural","mobile","Fashion",34,5
0,60,"male",66646,"suburban","desktop","Fashion",29,23
1,51,"female",44790,"urban","desktop","Sports",48,21
1,43,"female",164568,"rural","desktop","Fashion",25,16
0,29,"male",55523,"suburban","mobile","Technology",37,19
1,47,"male",40409,"rural","desktop","Sports",34,13
0,67,"female",131622,"suburban","mobile","Travel",5,24
1,63,"female",65594,"suburban","desktop","Sports",34,6
1,21,"male",38115,"urban","desktop","Fashion",59,3
1,33,"female",118899,"rural","desktop","Fashion",30,14
1,30,"male",198765,"urban","desktop","Fashion",20,14
1,64,"female",207549,"urban","desktop","Sports",26,1
0,68,"female",109094,"urban","desktop","Sports",46,24
1,22,"male",179957,"suburban","desktop","Sports",58,22
1,29,"female",40830,"suburban","mobile","Fashion",34,3
1,52,"male",227843,"suburban","desktop","Sports",34,23
1,50,"male",193432,"urban","desktop","Fashion",16,13
1,26,"female",190912,"urban","desktop","Fashion",16,8
0,35,"female",53183,"urban","desktop","Sports",17,21
1,41,"female",87015,"suburban","mobile","Sports",33,19
1,28,"male",90087,"urban","desktop","Travel",53,17
1,23,"male",154911,"urban","desktop","Fashion",31,6
1,44,"male",80290,"suburban","desktop","Travel",56,20
0,54,"male",103453,"urban","mobile","Technology",7,19
0,36,"female",115874,"rural","mobile","Technology",16,3
0,36,"male",47796,"urban","mobile","Fashion",9,13
1,47,"female",119621,"urban","desktop","Sports",57,24
0,39,"male",146269,"urban","desktop","Technology",16,6
1,44,"female",126014,"suburban","mobile","Fashion",23,21
1,46,"male",199559,"suburban","desktop","Sports",12,8
1,50,"female",175505,"urban","desktop","Technology",5,22
1,61,"male",116523,"rural","mobile","Sports",32,6
1,46,"male",165267,"urban","desktop","Technology",58,6
1,28,"male",108852,"urban","desktop","Travel",59,18
1,45,"male",44290,"urban","mobile","Fashion",26,25
1,53,"female",207995,"rural","mobile","Travel",36,25
1,59,"male",148192,"urban","mobile","Sports",19,24
1,47,"male",122550,"urban","desktop","Fashion",21,4
1,28,"male",193602,"suburban","desktop","Fashion",30,8
0,47,"male",35666,"suburban","desktop","Sports",27,9
1,30,"female",112891,"suburban","mobile","Travel",48,10
1,36,"male",108194,"urban","mobile","Sports",5,2
1,39,"male",188753,"suburban","mobile","Fashion",25,22
0,58,"female",52843,"urban","desktop","Sports",9,11
1,61,"male",133094,"urban","desktop","Technology",21,19
1,28,"male",124685,"urban","desktop","Sports",57,10
1,54,"male",39706,"urban","desktop","Travel",37,20
1,48,"male",148442,"suburban","desktop","Technology",18,19
1,56,"male",224528,"urban","desktop","Fashion",17,8
0,64,"female",217319,"suburban","mobile","Fashion",5,2
1,25,"male",169624,"suburban","mobile","Sports",56,11
1,63,"male",209452,"suburban","desktop","Fashion",34,14
0,52,"female",106190,"suburban","mobile","Fashion",12,18
1,18,"female",208825,"rural","desktop","Sports",52,16
1,23,"female",112605,"urban","desktop","Fashion",12,20
1,27,"male",183358,"suburban","desktop","Fashion",54,6
0,29,"male",157509,"suburban","desktop","Sports",46,4
1,19,"male",240374,"rural","mobile","Sports",30,18
1,32,"female",147872,"urban","mobile","Sports",18,17
1,33,"male",148042,"rural","desktop","Fashion",33,15
1,34,"female",169519,"urban","mobile","Technology",30,5
0,46,"female",27082,"suburban","mobile","Fashion",40,2
0,50,"male",101153,"suburban","desktop","Travel",49,7
0,48,"male",66766,"rural","mobile","Sports",44,5
1,20,"male",105039,"rural","desktop","Fashion",43,20
1,42,"female",169308,"suburban","desktop","Travel",19,1
1,37,"female",130500,"suburban","desktop","Sports",16,9
0,27,"male",127267,"rural","mobile","Fashion",26,23
1,66,"female",100610,"suburban","mobile","Travel",47,15
1,65,"female",149338,"suburban","mobile","Fashion",6,20
1,39,"male",229961,"rural","desktop","Fashion",48,14
1,30,"female",212927,"rural","desktop","Technology",28,9
0,35,"female",134425,"suburban","mobile","Fashion",20,24
0,18,"male",53059,"urban","desktop","Travel",25,16
1,26,"male",105796,"suburban","mobile","Sports",15,12
1,39,"female",79977,"urban","desktop","Sports",28,5
1,47,"female",107002,"suburban","desktop","Travel",40,20
0,52,"male",70700,"urban","desktop","Sports",16,7
0,52,"female",92877,"suburban","mobile","Technology",36,5
1,33,"male",244336,"suburban","desktop","Travel",16,13
0,25,"female",64648,"rural","desktop","Fashion",3,4
0,42,"male",110389,"suburban","desktop","Travel",38,3
1,21,"female",70736,"rural","desktop","Fashion",25,14
1,38,"male",92672,"suburban","mobile","Technology",23,10
1,23,"male",176091,"rural","mobile","Technology",4,11
1,18,"male",46880,"urban","desktop","Travel",29,14
1,30,"male",76896,"urban","desktop","Fashion",35,18
0,60,"female",198344,"urban","desktop","Travel",27,13
0,46,"female",88446,"suburban","mobile","Travel",53,19
1,24,"male",117148,"urban","desktop","Technology",36,15
1,34,"male",184474,"urban","desktop","Technology",22,10
1,38,"female",80007,"rural","mobile","Technology",47,16
1,70,"male",187775,"suburban","desktop","Fashion",49,17
0,42,"female",88493,"suburban","desktop","Travel",13,21
1,34,"male",90130,"rural","desktop","Travel",16,10
1,54,"male",218019,"urban","mobile","Fashion",46,25
1,68,"female",176440,"suburban","mobile","Sports",43,11
1,23,"female",210736,"urban","desktop","Fashion",28,2
1,47,"male",102942,"urban","desktop","Technology",45,22
1,35,"female",123566,"suburban","desktop","Travel",53,25
1,60,"female",88489,"urban","desktop","Technology",33,25
0,63,"male",41842,"urban","desktop","Fashion",9,13
1,37,"female",52356,"suburban","mobile","Technology",45,11
0,39,"female",42202,"suburban","desktop","Fashion",14,13
0,56,"male",31540,"urban","mobile","Technology",14,21
1,54,"male",136303,"suburban","desktop","Technology",33,22
1,70,"male",144667,"rural","desktop","Travel",6,23
0,52,"female",192443,"urban","desktop","Technology",7,4
0,54,"male",166524,"suburban","desktop","Fashion",12,22
1,46,"female",116544,"urban","desktop","Travel",36,17
1,31,"male",135537,"suburban","mobile","Fashion",44,23
1,38,"male",137077,"rural","desktop","Sports",4,9
0,35,"male",166230,"rural","desktop","Travel",22,16
0,50,"female",35755,"urban","desktop","Technology",34,24
1,40,"male",118492,"rural","desktop","Technology",14,8
0,21,"female",65152,"rural","desktop","Travel",22,13
0,26,"female",200337,"urban","mobile","Travel",25,10
1,66,"male",199013,"urban","desktop","Fashion",54,1
1,30,"female",76046,"urban","mobile","Technology",17,2
1,46,"male",213199,"urban","desktop","Travel",59,11
1,55,"female",93856,"urban","mobile","Sports",19,25
1,64,"male",245761,"suburban","desktop","Sports",59,10
1,66,"female",100788,"suburban","mobile","Technology",7,11
1,32,"male",165153,"urban","mobile","Travel",52,15
1,31,"male",29754,"urban","desktop","Sports",40,19
1,31,"male",212253,"urban","desktop","Travel",55,16
0,52,"male",166739,"urban","desktop","Technology",12,10
1,59,"male",106177,"suburban","desktop","Technology",37,6
0,39,"female",116493,"urban","mobile","Sports",14,1
1,44,"female",64564,"suburban","mobile","Technology",58,3
1,45,"male",68164,"urban","mobile","Travel",26,16
1,31,"female",241031,"urban","mobile","Fashion",44,6
0,67,"male",172784,"urban","mobile","Travel",4,10
1,26,"female",88138,"urban","mobile","Technology",11,22
1,23,"male",227041,"suburban","desktop","Fashion",58,16
1,34,"male",218071,"urban","desktop","Travel",42,10
1,31,"male",218664,"suburban","mobile","Sports",56,25
1,60,"female",241495,"rural","desktop","Sports",9,7
1,33,"female",116121,"urban","desktop","Sports",39,3
1,70,"male",138246,"urban","mobile","Fashion",39,10
0,32,"male",93648,"urban","desktop","Sports",33,8
0,43,"female",59517,"suburban","desktop","Technology",10,12
1,24,"female",207108,"suburban","mobile","Technology",50,9
1,31,"female",76734,"urban","desktop","Travel",38,5
1,56,"male",180569,"rural","mobile","Travel",28,1
0,49,"male",81858,"urban","desktop","Fashion",6,8
1,68,"female",40850,"rural","mobile","Technology",21,21
0,65,"male",161357,"urban","mobile","Sports",33,3
1,29,"male",57934,"rural","desktop","Fashion",48,4
0,66,"female",66521,"urban","mobile","Sports",50,7
1,26,"male",106509,"urban","mobile","Sports",28,16
1,29,"female",180940,"suburban","mobile","Fashion",42,21
1,44,"male",163383,"rural","desktop","Sports",11,11
1,28,"female",236816,"suburban","mobile","Travel",7,4
1,20,"female",159981,"urban","mobile","Fashion",40,6
1,18,"female",165129,"rural","desktop","Fashion",52,24
1,39,"female",138366,"suburban","mobile","Sports",22,19
1,49,"female",29595,"urban","mobile","Fashion",23,5
1,36,"male",164177,"urban","desktop","Sports",13,8
1,43,"female",140906,"suburban","mobile","Sports",7,25
1,21,"female",134904,"suburban","desktop","Travel",36,11
1,50,"male",55217,"suburban","desktop","Travel",18,15
0,50,"male",158525,"urban","mobile","Fashion",33,21
1,36,"female",203125,"urban","mobile","Sports",38,12
1,30,"female",116560,"suburban","desktop","Technology",57,5
1,49,"female",101634,"suburban","desktop","Technology",13,5
0,26,"male",155110,"urban","mobile","Fashion",3,13
0,54,"female",74906,"rural","mobile","Travel",20,8
1,48,"male",238655,"rural","mobile","Technology",32,20
1,19,"male",219902,"suburban","mobile","Travel",52,15
0,56,"male",26961,"urban","desktop","Technology",48,21
1,57,"male",227543,"suburban","desktop","Travel",30,15
0,70,"female",111308,"suburban","mobile","Technology",15,17
0,64,"male",194324,"suburban","mobile","Fashion",17,9
0,47,"male",24520,"urban","desktop","Travel",22,23
1,30,"female",199542,"urban","mobile","Sports",6,4
1,55,"female",43039,"suburban","mobile","Fashion",12,24
0,62,"male",33080,"suburban","desktop","Sports",53,24
1,46,"male",161197,"rural","desktop","Sports",56,1
1,49,"male",103618,"suburban","desktop","Fashion",3,8
1,24,"female",123805,"urban","desktop","Technology",54,24
0,67,"female",40557,"suburban","desktop","Fashion",32,6
0,35,"male",86408,"urban","mobile","Sports",58,8
1,29,"female",213920,"urban","mobile","Sports",14,9
1,37,"male",214171,"rural","desktop","Sports",56,9
1,25,"male",45113,"urban","desktop","Sports",41,8
0,46,"male",139197,"urban","desktop","Fashion",38,11
1,69,"female",176461,"urban","desktop","Sports",44,24
0,37,"female",43465,"suburban","desktop","Sports",9,21
1,19,"female",105070,"urban","mobile","Travel",29,15
1,51,"male",96612,"urban","mobile","Travel",6,8
1,38,"male",146693,"urban","mobile","Sports",49,25
1,26,"male",23839,"rural","mobile","Travel",36,19
1,19,"female",193095,"suburban","desktop","Sports",35,6
1,35,"male",236828,"suburban","mobile","Sports",15,1
0,49,"male",59481,"rural","desktop","Sports",48,24
0,54,"female",41610,"rural","desktop","Technology",10,3
0,70,"female",100387,"rural","desktop","Technology",12,5
0,33,"female",224420,"suburban","mobile","Technology",13,23
1,45,"female",217290,"urban","mobile","Fashion",6,6
1,33,"female",65145,"suburban","desktop","Sports",42,16
1,42,"female",248875,"urban","mobile","Sports",33,2
1,54,"male",227633,"suburban","mobile","Travel",7,11
1,42,"female",36664,"suburban","mobile","Technology",6,3
1,28,"male",184942,"suburban","desktop","Technology",9,24
0,40,"male",58905,"rural","desktop","Fashion",49,7
0,58,"female",57660,"urban","desktop","Travel",13,16
1,32,"male",155729,"urban","desktop","Fashion",37,25
1,52,"female",159751,"suburban","desktop","Fashion",55,20
1,48,"male",32929,"rural","mobile","Technology",5,17
1,59,"female",204473,"rural","desktop","Sports",60,17
1,29,"male",38600,"rural","desktop","Fashion",53,8
1,49,"male",147314,"rural","desktop","Sports",52,23
1,18,"male",183093,"urban","desktop","Technology",12,3
0,60,"female",157481,"urban","desktop","Sports",29,16
0,66,"female",109521,"rural","desktop","Technology",10,8
1,21,"male",164175,"suburban","mobile","Fashion",60,19
1,66,"female",100999,"suburban","mobile","Travel",34,1
0,24,"female",207330,"rural","desktop","Travel",32,21
1,70,"male",192077,"urban","desktop","Technology",46,10
1,28,"female",23815,"urban","desktop","Sports",53,3
0,52,"female",135572,"urban","desktop","Technology",20,5
1,67,"male",193146,"urban","desktop","Fashion",46,2
1,30,"male",227235,"urban","desktop","Sports",56,14
1,65,"male",230275,"suburban","desktop","Technology",14,5
1,39,"male",137969,"rural","mobile","Sports",23,19
0,23,"male",108465,"urban","desktop","Technology",44,20
1,19,"male",196402,"rural","mobile","Fashion",55,4
1,41,"female",233517,"suburban","mobile","Sports",40,6
1,60,"male",93169,"suburban","desktop","Sports",2,5
0,68,"female",247974,"rural","mobile","Sports",20,24
1,49,"female",123013,"suburban","desktop","Fashion",19,15
1,44,"female",145549,"urban","mobile","Sports",9,14
0,37,"female",56010,"rural","desktop","Technology",49,5
1,29,"male",166528,"suburban","desktop","Travel",54,17
0,57,"male",34706,"rural","desktop","Technology",3,16
1,24,"female",157993,"suburban","desktop","Sports",33,2
0,34,"female",21833,"urban","desktop","Travel",13,1
1,56,"female",219410,"urban","desktop","Sports",51,11
1,62,"male",161742,"rural","desktop","Travel",38,22
1,43,"female",238694,"urban","desktop","Technology",60,17
1,18,"female",96094,"urban","desktop","Technology",23,2
0,49,"female",149593,"urban","desktop","Technology",22,12
0,61,"female",37603,"rural","desktop","Fashion",23,6
1,22,"female",207492,"suburban","desktop","Technology",44,24
1,49,"female",215963,"urban","desktop","Travel",33,22
1,58,"male",198736,"urban","mobile","Fashion",60,9
1,48,"male",235016,"suburban","desktop","Technology",22,4
1,25,"male",189046,"urban","mobile","Technology",4,2
1,36,"male",92946,"suburban","desktop","Sports",5,1
0,49,"female",76290,"suburban","mobile","Fashion",22,1
1,31,"male",231261,"rural","desktop","Technology",29,21
0,45,"male",130948,"suburban","desktop","Fashion",20,1
1,67,"male",76335,"suburban","desktop","Fashion",29,25
1,26,"female",215696,"suburban","mobile","Technology",50,1
0,69,"female",134109,"rural","mobile","Travel",25,8
1,55,"female",206859,"suburban","desktop","Travel",2,7
1,32,"female",71672,"suburban","desktop","Sports",5,23
1,39,"female",128543,"suburban","mobile","Sports",22,7
1,23,"male",91965,"rural","desktop","Technology",44,9
1,46,"male",229585,"urban","desktop","Technology",6,10
1,37,"female",99045,"urban","desktop","Technology",15,1
1,28,"female",48268,"suburban","desktop","Technology",11,3
1,45,"male",175039,"suburban","desktop","Sports",53,17
0,54,"female",179017,"rural","mobile","Sports",39,24
1,31,"male",97607,"urban","desktop","Travel",8,9
0,70,"male",190694,"suburban","desktop","Sports",14,11
0,65,"female",42751,"suburban","desktop","Sports",54,8
0,63,"male",93345,"rural","mobile","Travel",30,18
1,30,"male",209990,"suburban","mobile","Technology",28,3
0,33,"male",187872,"rural","desktop","Travel",4,5
0,39,"female",100209,"suburban","desktop","Sports",17,15
0,52,"male",33119,"rural","mobile","Travel",31,17
0,38,"male",50274,"suburban","desktop","Travel",19,6
0,67,"male",85804,"urban","desktop","Technology",35,24
1,63,"female",186155,"rural","mobile","Sports",9,23
1,46,"female",213827,"urban","mobile","Fashion",37,25
1,40,"male",202548,"urban","mobile","Sports",54,15
0,69,"female",93598,"suburban","mobile","Fashion",8,7
0,52,"female",245872,"suburban","desktop","Travel",5,20
1,64,"female",147835,"urban","desktop","Fashion",28,7
1,18,"male",215781,"urban","mobile","Technology",51,2
1,39,"male",230536,"urban","mobile","Travel",56,21
1,25,"female",90722,"suburban","desktop","Fashion",41,5
0,56,"female",48847,"urban","desktop","Fashion",36,24
1,41,"male",103213,"urban","mobile","Fashion",50,21
1,49,"female",89653,"suburban","mobile","Travel",46,15
1,45,"male",170455,"suburban","desktop","Sports",51,5
1,49,"male",35376,"suburban","desktop","Technology",6,13
1,34,"female",184928,"suburban","desktop","Technology",14,17
1,45,"male",218968,"suburban","mobile","Technology",4,7
1,47,"male",117974,"rural","desktop","Fashion",10,6
1,43,"male",30016,"rural","mobile","Travel",35,23
1,31,"female",186800,"suburban","desktop","Technology",45,19
0,35,"female",30378,"urban","desktop","Technology",37,2
0,23,"female",133534,"urban","mobile","Technology",54,6
1,69,"female",161149,"suburban","mobile","Technology",56,19
1,63,"female",202395,"suburban","mobile","Sports",55,1
1,28,"female",43453,"urban","desktop","Technology",26,12
1,66,"male",60985,"urban","desktop","Sports",31,8
1,18,"male",31394,"rural","desktop","Fashion",50,25
0,51,"female",190074,"suburban","mobile","Technology",43,13
1,54,"male",179938,"urban","desktop","Sports",24,17
1,57,"female",189024,"suburban","desktop","Sports",27,4
0,57,"female",98593,"suburban","desktop","Technology",43,20
1,36,"male",216969,"rural","mobile","Fashion",12,21
0,43,"female",60851,"urban","desktop","Sports",7,1
0,31,"female",43038,"urban","desktop","Travel",27,14
1,36,"male",63549,"urban","desktop","Travel",38,14
0,70,"male",167964,"urban","desktop","Fashion",12,14
1,23,"female",155886,"urban","desktop","Travel",10,15
1,18,"female",222305,"suburban","mobile","Technology",9,1
1,49,"female",188769,"suburban","mobile","Fashion",29,7
0,62,"female",62864,"rural","desktop","Travel",22,25
1,42,"male",222870,"suburban","mobile","Sports",8,22
1,55,"male",228941,"suburban","desktop","Sports",48,25
1,37,"male",130141,"urban","desktop","Travel",33,18
1,48,"male",213235,"suburban","desktop","Sports",58,20
0,55,"female",146880,"urban","mobile","Fashion",56,12
0,64,"male",93783,"suburban","mobile","Travel",52,1
1,65,"female",231961,"rural","desktop","Fashion",35,20
1,51,"female",77750,"urban","desktop","Fashion",59,15
1,63,"male",62102,"rural","desktop","Fashion",19,13
1,28,"female",80141,"rural","desktop","Technology",12,5
0,32,"female",95327,"urban","desktop","Sports",43,6
0,64,"female",62179,"rural","desktop","Sports",27,13
0,67,"female",112933,"suburban","desktop","Fashion",31,1
0,56,"male",87906,"suburban","desktop","Travel",24,18
1,43,"male",212132,"urban","desktop","Technology",43,11
1,29,"male",66744,"rural","desktop","Sports",40,6
1,19,"male",128704,"urban","desktop","Travel",21,18
1,38,"male",90970,"suburban","desktop","Technology",55,20
0,54,"female",104205,"urban","desktop","Travel",28,6
0,69,"male",96798,"urban","mobile","Travel",19,25
1,32,"male",173961,"urban","desktop","Sports",60,18
1,19,"male",197990,"urban","mobile","Sports",32,3
1,54,"male",86167,"urban","desktop","Sports",55,2
1,68,"male",158634,"suburban","desktop","Travel",29,8
0,59,"female",53282,"urban","mobile","Fashion",22,7
1,28,"male",177932,"rural","mobile","Fashion",21,10
1,30,"male",119889,"suburban","mobile","Sports",2,11
1,55,"male",110538,"suburban","desktop","Fashion",40,12
1,61,"female",211495,"suburban","mobile","Travel",43,16
1,25,"male",159850,"rural","mobile","Technology",32,4
1,31,"female",22439,"suburban","desktop","Travel",55,13
1,45,"male",77145,"urban","desktop","Fashion",54,15
1,41,"male",179091,"urban","desktop","Sports",10,10
1,48,"female",243845,"suburban","desktop","Fashion",28,3
1,23,"female",114005,"urban","mobile","Sports",28,24
1,45,"male",83225,"urban","desktop","Fashion",22,25
1,37,"female",226625,"urban","desktop","Fashion",2,17
1,39,"female",181565,"urban","mobile","Sports",45,13
0,62,"female",53367,"urban","desktop","Technology",21,11
0,61,"female",79099,"rural","mobile","Travel",38,3
0,30,"female",112817,"rural","desktop","Technology",16,20
1,53,"male",157624,"urban","mobile","Fashion",46,4
1,69,"male",151649,"urban","desktop","Sports",5,4
0,53,"male",134434,"suburban","mobile","Technology",36,10
1,37,"male",116050,"urban","desktop","Technology",2,16
1,59,"male",164326,"rural","desktop","Sports",40,9
0,25,"female",56666,"rural","desktop","Travel",51,15
0,70,"female",165904,"urban","mobile","Fashion",51,17
1,25,"female",122536,"suburban","mobile","Fashion",45,24
1,70,"female",220021,"suburban","desktop","Sports",50,22
0,35,"female",58334,"rural","mobile","Fashion",19,8
1,26,"female",54315,"rural","mobile","Sports",29,22
1,18,"male",27691,"suburban","desktop","Technology",10,25
0,58,"female",169524,"rural","mobile","Technology",43,17
0,63,"male",46693,"suburban","mobile","Travel",22,11
0,49,"male",86622,"suburban","desktop","Sports",19,23
0,67,"male",47901,"suburban","mobile","Technology",2,2
1,61,"female",71459,"rural","desktop","Sports",56,7
1,31,"female",195305,"suburban","desktop","Fashion",53,6
0,38,"male",164801,"suburban","mobile","Fashion",17,5
1,59,"male",171268,"urban","mobile","Fashion",48,11
1,29,"female",185078,"suburban","desktop","Fashion",19,15
1,24,"female",205752,"suburban","desktop","Travel",33,20
1,49,"male",226712,"suburban","desktop","Travel",15,10
1,24,"male",52164,"suburban","desktop","Fashion",51,18
0,44,"male",168867,"suburban","desktop","Travel",17,22
1,69,"female",77947,"suburban","desktop","Sports",7,1
1,19,"male",107860,"suburban","desktop","Technology",39,12
1,69,"male",52916,"urban","desktop","Travel",22,18
1,59,"male",161604,"urban","mobile","Technology",46,6
0,19,"male",186714,"rural","desktop","Travel",22,2
0,60,"male",139218,"urban","desktop","Travel",9,20
1,21,"female",72744,"suburban","mobile","Travel",23,16
1,69,"male",101256,"suburban","desktop","Travel",6,12
1,57,"male",121119,"urban","desktop","Travel",25,23
0,60,"female",63337,"suburban","desktop","Sports",32,10
1,44,"female",166476,"urban","desktop","Technology",15,20
0,54,"male",97811,"suburban","mobile","Fashion",40,21
1,34,"male",206832,"rural","desktop","Fashion",21,2
1,46,"female",109751,"suburban","desktop","Sports",26,14
0,31,"male",207088,"suburban","mobile","Sports",24,13
0,43,"female",128935,"rural","mobile","Technology",28,24
1,32,"male",164285,"urban","mobile","Travel",6,14
0,52,"male",136486,"suburban","mobile","Travel",12,8
0,46,"female",33397,"suburban","mobile","Travel",16,22
0,47,"male",61714,"urban","mobile","Technology",5,6
1,26,"female",244793,"suburban","mobile","Sports",32,11
0,70,"female",215536,"urban","mobile","Technology",56,13
1,42,"female",191886,"urban","desktop","Technology",39,11
1,37,"male",225776,"urban","mobile","Fashion",29,21
1,46,"female",137158,"rural","mobile","Sports",49,13
1,37,"female",160212,"suburban","desktop","Fashion",51,19
1,21,"male",162919,"suburban","mobile","Sports",17,6
0,64,"male",49462,"urban","mobile","Fashion",23,7
1,42,"male",52565,"suburban","mobile","Sports",26,17
0,25,"male",123287,"rural","desktop","Travel",30,1
1,63,"male",94024,"suburban","desktop","Travel",30,6
1,66,"female",228539,"suburban","desktop","Fashion",33,8
1,28,"female",111876,"suburban","desktop","Sports",52,23
0,42,"male",45565,"suburban","desktop","Travel",47,12
1,27,"female",44682,"urban","mobile","Technology",27,12
1,30,"male",186155,"urban","desktop","Fashion",37,8
0,61,"male",46019,"urban","mobile","Technology",13,8
1,37,"male",30078,"suburban","mobile","Sports",50,2
0,23,"female",100290,"urban","desktop","Fashion",52,8
1,46,"male",82274,"urban","mobile","Technology",39,6
0,62,"female",28040,"rural","desktop","Fashion",52,1
1,48,"male",226077,"urban","desktop","Fashion",52,18
1,56,"male",30985,"suburban","desktop","Technology",25,10
1,69,"female",108955,"suburban","mobile","Technology",24,24
1,32,"female",235128,"rural","desktop","Technology",37,17
1,39,"female",238988,"suburban","mobile","Technology",16,19
0,65,"male",91426,"rural","mobile","Travel",59,5
1,69,"female",232728,"urban","desktop","Travel",5,15
1,55,"male",202929,"urban","mobile","Travel",25,6
1,18,"female",107924,"urban","mobile","Fashion",42,2
1,43,"female",171984,"rural","desktop","Travel",6,16
1,22,"male",36741,"suburban","mobile","Travel",11,21
1,41,"male",137966,"urban","desktop","Sports",46,7
1,31,"female",137088,"urban","mobile","Technology",59,17
1,26,"male",154782,"urban","mobile","Technology",12,11
0,44,"female",84563,"suburban","desktop","Travel",33,8
1,66,"female",149608,"rural","desktop","Fashion",49,25
0,40,"female",22207,"rural","desktop","Fashion",5,19
1,31,"female",231109,"urban","mobile","Technology",26,3
1,29,"female",116435,"suburban","desktop","Fashion",10,11
1,41,"female",221344,"suburban","mobile","Technology",50,11
1,42,"female",84262,"suburban","mobile","Fashion",39,24
0,32,"male",95835,"suburban","desktop","Fashion",8,10
0,34,"male",230913,"suburban","mobile","Travel",15,24
0,60,"male",73933,"suburban","desktop","Fashion",14,18
0,22,"female",98920,"suburban","desktop","Sports",3,16
1,48,"male",152214,"suburban","mobile","Sports",44,18
1,26,"male",70581,"suburban","desktop","Fashion",12,4
1,61,"female",179018,"urban","mobile","Technology",32,5
1,46,"female",66662,"urban","desktop","Sports",56,10
1,32,"female",51003,"urban","mobile","Sports",37,20
0,57,"female",93649,"suburban","mobile","Fashion",12,12
1,26,"male",103266,"urban","desktop","Sports",27,22
1,18,"male",51505,"urban","mobile","Travel",54,12
1,35,"female",153281,"urban","desktop","Technology",32,22
1,40,"male",61316,"urban","desktop","Travel",46,23
1,55,"male",110244,"suburban","desktop","Fashion",59,20
0,54,"female",37098,"suburban","desktop","Technology",20,17
0,43,"female",23463,"rural","desktop","Travel",57,20
1,38,"female",228084,"urban","desktop","Technology",54,13
1,34,"male",195649,"suburban","desktop","Travel",60,2
0,54,"female",115367,"suburban","mobile","Travel",28,8
1,21,"female",226726,"suburban","desktop","Fashion",16,13
0,31,"male",165314,"rural","desktop","Fashion",20,24
0,70,"male",45973,"suburban","desktop","Fashion",50,18
0,51,"male",50029,"suburban","desktop","Travel",22,9
0,45,"female",101579,"urban","desktop","Fashion",47,4
1,53,"female",234247,"suburban","mobile","Technology",43,11
1,22,"female",36200,"urban","desktop","Sports",22,3
0,59,"female",126491,"rural","desktop","Sports",43,2
1,45,"female",134741,"urban","desktop","Sports",43,6
1,39,"male",192364,"urban","mobile","Technology",44,9
0,28,"female",94697,"suburban","mobile","Technology",29,5
0,33,"female",157024,"urban","desktop","Technology",16,3
1,56,"male",181734,"urban","mobile","Technology",21,22
0,57,"male",32161,"urban","mobile","Fashion",21,13
0,48,"female",125596,"suburban","desktop","Sports",33,6
1,55,"female",146395,"rural","desktop","Technology",5,20
1,30,"female",159692,"rural","desktop","Technology",18,3
1,34,"male",28303,"suburban","desktop","Travel",27,4
1,20,"female",92438,"rural","desktop","Travel",44,21
0,69,"female",25715,"rural","desktop","Technology",24,6
1,18,"male",73864,"urban","mobile","Fashion",28,4
0,33,"male",227748,"rural","mobile","Technology",37,3
1,21,"male",117242,"suburban","desktop","Travel",43,17
1,36,"female",124081,"suburban","mobile","Technology",59,2
0,26,"female",42889,"suburban","desktop","Fashion",31,20
1,41,"female",176374,"rural","desktop","Sports",52,9
1,31,"female",234889,"urban","desktop","Sports",15,8
1,62,"male",202608,"urban","mobile","Fashion",24,14
1,53,"female",249849,"urban","mobile","Sports",40,4
1,68,"male",78781,"suburban","mobile","Fashion",50,22
